,rno,name,gender,courses,marks1,marks2
53678,53679,Student53679,M,MBA,46,0
53679,53680,Student53680,F,BTECH,47,44
53680,53681,Student53681,M,BTECH,85,21
53681,53682,Student53682,F,MTECH,24,14
53682,53683,Student53683,F,MTECH,75,40
53683,53684,Student53684,F,BTECH,22,28
53684,53685,Student53685,M,BBA,95,10
53685,53686,Student53686,F,MBA,87,53
53686,53687,Student53687,M,BBA,53,6
53687,53688,Student53688,M,BTECH,28,69
53688,53689,Student53689,F,MTECH,13,44
53689,53690,Student53690,F,MTECH,82,7
53690,53691,Student53691,F,BBA,39,23
53691,53692,Student53692,M,MBA,21,37
53692,53693,Student53693,M,BBA,65,85
53693,53694,Student53694,M,BBA,64,76
53694,53695,Student53695,M,BBA,79,28
53695,53696,Student53696,M,BBA,68,5
53696,53697,Student53697,F,BTECH,3,78
53697,53698,Student53698,F,BBA,57,99
53698,53699,Student53699,F,BTECH,27,35
53699,53700,Student53700,F,BBA,40,39
53700,53701,Student53701,F,MBA,60,30
53701,53702,Student53702,F,BTECH,10,75
53702,53703,Student53703,F,BBA,38,42
53703,53704,Student53704,F,MBA,18,75
53704,53705,Student53705,F,MTECH,56,8
53705,53706,Student53706,M,MTECH,21,38
53706,53707,Student53707,M,BBA,77,48
53707,53708,Student53708,F,BTECH,53,60
53708,53709,Student53709,F,MTECH,6,70
53709,53710,Student53710,F,BBA,39,7
53710,53711,Student53711,M,MTECH,8,3
53711,53712,Student53712,F,BBA,15,42
53712,53713,Student53713,F,MTECH,58,11
53713,53714,Student53714,F,MBA,88,100
53714,53715,Student53715,F,MBA,22,57
53715,53716,Student53716,M,MBA,82,59
53716,53717,Student53717,M,MBA,10,76
53717,53718,Student53718,M,BBA,89,79
53718,53719,Student53719,M,MBA,98,99
53719,53720,Student53720,M,MBA,82,18
53720,53721,Student53721,M,BTECH,37,57
53721,53722,Student53722,M,MBA,65,43
53722,53723,Student53723,F,BBA,55,44
53723,53724,Student53724,M,MTECH,68,51
53724,53725,Student53725,M,BBA,23,41
53725,53726,Student53726,F,BTECH,83,57
53726,53727,Student53727,F,BTECH,95,83
53727,53728,Student53728,M,BTECH,42,2
53728,53729,Student53729,F,BBA,29,47
53729,53730,Student53730,F,BTECH,54,94
53730,53731,Student53731,M,BBA,86,28
53731,53732,Student53732,M,BBA,83,76
53732,53733,Student53733,F,BTECH,100,10
53733,53734,Student53734,M,BTECH,88,4
53734,53735,Student53735,M,BBA,79,13
53735,53736,Student53736,M,MBA,21,37
53736,53737,Student53737,F,BTECH,100,87
53737,53738,Student53738,F,BTECH,53,66
53738,53739,Student53739,M,BBA,94,61
53739,53740,Student53740,F,BBA,37,1
53740,53741,Student53741,F,MTECH,52,52
53741,53742,Student53742,M,BTECH,57,93
53742,53743,Student53743,F,MBA,24,61
53743,53744,Student53744,M,BTECH,23,21
53744,53745,Student53745,F,MBA,48,36
53745,53746,Student53746,F,BTECH,59,0
53746,53747,Student53747,M,MTECH,65,4
53747,53748,Student53748,F,MTECH,72,95
53748,53749,Student53749,F,BBA,30,0
53749,53750,Student53750,F,BBA,0,49
53750,53751,Student53751,F,BBA,63,53
53751,53752,Student53752,F,MTECH,11,100
53752,53753,Student53753,F,BTECH,96,48
53753,53754,Student53754,M,MBA,56,79
53754,53755,Student53755,F,MBA,70,32
53755,53756,Student53756,F,BBA,3,2
53756,53757,Student53757,F,MBA,16,36
53757,53758,Student53758,F,BTECH,15,11
53758,53759,Student53759,M,BTECH,87,91
53759,53760,Student53760,F,MBA,42,2
53760,53761,Student53761,M,MBA,65,17
53761,53762,Student53762,F,MTECH,100,27
53762,53763,Student53763,M,BBA,92,55
53763,53764,Student53764,M,BBA,4,32
53764,53765,Student53765,M,BTECH,25,55
53765,53766,Student53766,M,BTECH,65,53
53766,53767,Student53767,M,BBA,17,38
53767,53768,Student53768,M,BBA,12,46
53768,53769,Student53769,F,BBA,80,95
53769,53770,Student53770,M,MBA,65,58
53770,53771,Student53771,M,MBA,49,20
53771,53772,Student53772,M,MTECH,83,86
53772,53773,Student53773,F,BTECH,94,17
53773,53774,Student53774,M,BTECH,9,31
53774,53775,Student53775,M,BBA,13,79
53775,53776,Student53776,M,MBA,39,97
53776,53777,Student53777,M,BBA,0,5
53777,53778,Student53778,M,MBA,71,95
53778,53779,Student53779,F,MBA,11,84
53779,53780,Student53780,F,MBA,29,83
53780,53781,Student53781,M,MTECH,65,61
53781,53782,Student53782,M,BBA,40,93
53782,53783,Student53783,M,MBA,15,42
53783,53784,Student53784,M,BBA,44,12
53784,53785,Student53785,F,MBA,32,42
53785,53786,Student53786,M,BBA,65,73
53786,53787,Student53787,F,MTECH,52,30
53787,53788,Student53788,M,BBA,60,38
53788,53789,Student53789,M,MBA,3,44
53789,53790,Student53790,F,MBA,31,79
53790,53791,Student53791,F,BBA,7,64
53791,53792,Student53792,M,BTECH,14,11
53792,53793,Student53793,M,MBA,81,38
53793,53794,Student53794,M,BBA,69,30
53794,53795,Student53795,M,MBA,72,86
53795,53796,Student53796,F,MBA,97,2
53796,53797,Student53797,F,BBA,100,48
53797,53798,Student53798,F,MBA,35,12
53798,53799,Student53799,M,BTECH,48,97
53799,53800,Student53800,M,MBA,3,10
53800,53801,Student53801,F,MBA,98,52
53801,53802,Student53802,M,BTECH,92,91
53802,53803,Student53803,F,BTECH,64,35
53803,53804,Student53804,M,MBA,43,8
53804,53805,Student53805,F,MTECH,61,16
53805,53806,Student53806,F,BTECH,90,64
53806,53807,Student53807,M,BTECH,64,56
53807,53808,Student53808,M,MTECH,27,95
53808,53809,Student53809,F,MBA,21,1
53809,53810,Student53810,M,MTECH,94,1
53810,53811,Student53811,M,BTECH,76,26
53811,53812,Student53812,F,MTECH,84,37
53812,53813,Student53813,M,MBA,15,24
53813,53814,Student53814,M,MBA,30,14
53814,53815,Student53815,M,BTECH,89,34
53815,53816,Student53816,M,MBA,3,36
53816,53817,Student53817,M,MBA,38,14
53817,53818,Student53818,F,BBA,59,56
53818,53819,Student53819,M,MBA,42,34
53819,53820,Student53820,F,MBA,41,39
53820,53821,Student53821,F,MBA,6,61
53821,53822,Student53822,F,BBA,79,2
53822,53823,Student53823,F,MBA,67,20
53823,53824,Student53824,F,MTECH,10,58
53824,53825,Student53825,F,MTECH,78,56
53825,53826,Student53826,F,MBA,72,83
53826,53827,Student53827,F,BTECH,82,88
53827,53828,Student53828,F,MBA,23,38
53828,53829,Student53829,M,BBA,50,78
53829,53830,Student53830,F,MTECH,88,4
53830,53831,Student53831,F,BBA,61,23
53831,53832,Student53832,F,BBA,84,8
53832,53833,Student53833,M,MTECH,42,73
53833,53834,Student53834,F,MBA,36,12
53834,53835,Student53835,F,BTECH,1,51
53835,53836,Student53836,M,BTECH,48,51
53836,53837,Student53837,F,MBA,98,50
53837,53838,Student53838,M,BTECH,57,74
53838,53839,Student53839,M,MTECH,11,72
53839,53840,Student53840,M,MBA,41,10
53840,53841,Student53841,F,MTECH,33,45
53841,53842,Student53842,F,MBA,41,7
53842,53843,Student53843,M,MTECH,16,92
53843,53844,Student53844,F,MBA,25,27
53844,53845,Student53845,F,BTECH,59,73
53845,53846,Student53846,M,BTECH,25,83
53846,53847,Student53847,F,MTECH,72,60
53847,53848,Student53848,F,MTECH,16,31
53848,53849,Student53849,M,BTECH,94,84
53849,53850,Student53850,M,BTECH,68,80
53850,53851,Student53851,F,MTECH,2,82
53851,53852,Student53852,M,MTECH,80,52
53852,53853,Student53853,F,MTECH,44,31
53853,53854,Student53854,F,MBA,45,98
53854,53855,Student53855,M,MTECH,5,18
53855,53856,Student53856,M,BTECH,7,72
53856,53857,Student53857,F,MTECH,35,3
53857,53858,Student53858,M,BTECH,24,72
53858,53859,Student53859,M,MTECH,86,57
53859,53860,Student53860,F,BBA,31,84
53860,53861,Student53861,F,BBA,22,1
53861,53862,Student53862,M,MBA,26,70
53862,53863,Student53863,M,BBA,55,35
53863,53864,Student53864,F,BTECH,71,31
53864,53865,Student53865,M,MTECH,69,49
53865,53866,Student53866,M,MTECH,49,94
53866,53867,Student53867,F,BBA,37,90
53867,53868,Student53868,F,BBA,54,14
53868,53869,Student53869,F,MBA,21,91
53869,53870,Student53870,M,MBA,79,73
53870,53871,Student53871,M,BBA,68,49
53871,53872,Student53872,F,BTECH,31,94
53872,53873,Student53873,M,MBA,41,37
53873,53874,Student53874,M,BBA,7,71
53874,53875,Student53875,M,BTECH,98,98
53875,53876,Student53876,M,BBA,73,41
53876,53877,Student53877,M,MTECH,8,37
53877,53878,Student53878,F,BBA,49,11
53878,53879,Student53879,F,MTECH,72,27
53879,53880,Student53880,F,BBA,91,84
53880,53881,Student53881,F,MTECH,3,49
53881,53882,Student53882,M,BTECH,13,47
53882,53883,Student53883,M,MTECH,68,10
53883,53884,Student53884,F,MTECH,74,33
53884,53885,Student53885,F,MBA,25,66
53885,53886,Student53886,M,BBA,68,13
53886,53887,Student53887,F,BBA,18,37
53887,53888,Student53888,F,BBA,78,77
53888,53889,Student53889,M,BBA,22,98
53889,53890,Student53890,M,BBA,95,50
53890,53891,Student53891,F,MTECH,67,42
53891,53892,Student53892,F,BBA,93,22
53892,53893,Student53893,M,MTECH,82,33
53893,53894,Student53894,F,MTECH,96,85
53894,53895,Student53895,M,BBA,26,42
53895,53896,Student53896,F,BTECH,78,8
53896,53897,Student53897,F,MBA,56,75
53897,53898,Student53898,M,MBA,76,44
53898,53899,Student53899,F,BTECH,100,72
53899,53900,Student53900,M,MTECH,42,35
53900,53901,Student53901,F,MTECH,34,56
53901,53902,Student53902,M,BBA,20,61
53902,53903,Student53903,M,MBA,47,84
53903,53904,Student53904,F,BBA,67,11
53904,53905,Student53905,F,MTECH,77,20
53905,53906,Student53906,F,MTECH,30,16
53906,53907,Student53907,F,MBA,71,41
53907,53908,Student53908,F,MTECH,52,5
53908,53909,Student53909,M,BBA,70,15
53909,53910,Student53910,F,BTECH,76,57
53910,53911,Student53911,M,BTECH,44,19
53911,53912,Student53912,F,BTECH,16,66
53912,53913,Student53913,M,MBA,53,27
53913,53914,Student53914,F,MTECH,71,76
53914,53915,Student53915,M,MTECH,94,24
53915,53916,Student53916,F,MTECH,92,12
53916,53917,Student53917,M,BTECH,13,5
53917,53918,Student53918,F,BBA,37,28
53918,53919,Student53919,F,BBA,51,13
53919,53920,Student53920,M,BBA,57,98
53920,53921,Student53921,M,MBA,99,10
53921,53922,Student53922,M,BTECH,99,96
53922,53923,Student53923,F,BTECH,75,24
53923,53924,Student53924,M,MTECH,32,83
53924,53925,Student53925,F,BTECH,87,70
53925,53926,Student53926,F,MTECH,81,37
53926,53927,Student53927,M,MBA,40,70
53927,53928,Student53928,F,BBA,95,93
53928,53929,Student53929,F,MTECH,79,88
53929,53930,Student53930,M,BBA,14,11
53930,53931,Student53931,F,BBA,37,73
53931,53932,Student53932,F,BTECH,24,87
53932,53933,Student53933,M,MTECH,63,52
53933,53934,Student53934,M,MTECH,59,16
53934,53935,Student53935,M,BBA,72,13
53935,53936,Student53936,F,BBA,83,99
53936,53937,Student53937,M,BBA,5,32
53937,53938,Student53938,F,BBA,85,35
53938,53939,Student53939,F,MTECH,34,2
53939,53940,Student53940,M,MBA,43,72
53940,53941,Student53941,F,BTECH,30,49
53941,53942,Student53942,M,BTECH,3,68
53942,53943,Student53943,F,BBA,6,89
53943,53944,Student53944,M,BTECH,56,64
53944,53945,Student53945,M,MTECH,76,50
53945,53946,Student53946,M,MBA,19,16
53946,53947,Student53947,F,MBA,94,100
53947,53948,Student53948,F,BTECH,58,51
53948,53949,Student53949,M,MBA,15,70
53949,53950,Student53950,F,BBA,63,80
53950,53951,Student53951,F,BTECH,50,48
53951,53952,Student53952,F,MTECH,19,58
53952,53953,Student53953,M,BTECH,72,67
53953,53954,Student53954,M,BTECH,51,42
53954,53955,Student53955,F,BTECH,25,35
53955,53956,Student53956,M,BTECH,73,39
53956,53957,Student53957,M,MTECH,32,92
53957,53958,Student53958,F,BTECH,81,10
53958,53959,Student53959,M,BTECH,40,68
53959,53960,Student53960,F,MBA,21,80
53960,53961,Student53961,M,BTECH,61,89
53961,53962,Student53962,M,BTECH,80,10
53962,53963,Student53963,F,MBA,64,5
53963,53964,Student53964,M,BBA,16,98
53964,53965,Student53965,F,BBA,3,100
53965,53966,Student53966,F,MBA,12,0
53966,53967,Student53967,M,MBA,73,34
53967,53968,Student53968,F,MBA,67,78
53968,53969,Student53969,M,BTECH,96,48
53969,53970,Student53970,F,MTECH,50,20
53970,53971,Student53971,M,BTECH,23,66
53971,53972,Student53972,F,BBA,23,61
53972,53973,Student53973,F,BTECH,1,62
53973,53974,Student53974,M,BTECH,99,15
53974,53975,Student53975,M,MTECH,91,92
53975,53976,Student53976,F,BTECH,66,16
53976,53977,Student53977,F,MBA,9,27
53977,53978,Student53978,F,BTECH,9,2
53978,53979,Student53979,F,MBA,87,49
53979,53980,Student53980,M,BBA,41,52
53980,53981,Student53981,M,BBA,46,28
53981,53982,Student53982,F,BTECH,70,86
53982,53983,Student53983,M,MTECH,89,8
53983,53984,Student53984,M,BTECH,22,1
53984,53985,Student53985,M,MBA,74,67
53985,53986,Student53986,F,BTECH,15,39
53986,53987,Student53987,M,BTECH,89,91
53987,53988,Student53988,F,MBA,20,50
53988,53989,Student53989,F,MBA,37,0
53989,53990,Student53990,F,BBA,48,56
53990,53991,Student53991,F,BTECH,14,13
53991,53992,Student53992,F,BBA,68,11
53992,53993,Student53993,F,BBA,93,77
53993,53994,Student53994,F,BBA,99,30
53994,53995,Student53995,M,MTECH,3,56
53995,53996,Student53996,M,BTECH,75,95
53996,53997,Student53997,F,MBA,96,88
53997,53998,Student53998,F,BBA,74,76
53998,53999,Student53999,F,BTECH,91,62
53999,54000,Student54000,F,BBA,37,40
54000,54001,Student54001,M,MBA,2,91
54001,54002,Student54002,M,MBA,51,82
54002,54003,Student54003,F,BBA,86,54
54003,54004,Student54004,F,MTECH,58,31
54004,54005,Student54005,F,MTECH,49,89
54005,54006,Student54006,M,MBA,53,60
54006,54007,Student54007,F,BTECH,1,58
54007,54008,Student54008,M,MTECH,31,63
54008,54009,Student54009,M,MTECH,12,6
54009,54010,Student54010,F,MTECH,77,39
54010,54011,Student54011,F,MBA,7,62
54011,54012,Student54012,M,MBA,4,75
54012,54013,Student54013,M,BTECH,61,25
54013,54014,Student54014,F,MTECH,28,34
54014,54015,Student54015,F,MBA,0,3
54015,54016,Student54016,F,MBA,46,98
54016,54017,Student54017,F,MTECH,22,45
54017,54018,Student54018,F,BBA,29,78
54018,54019,Student54019,F,BBA,58,80
54019,54020,Student54020,M,BTECH,8,80
54020,54021,Student54021,F,MTECH,9,76
54021,54022,Student54022,F,BBA,81,82
54022,54023,Student54023,F,MBA,21,3
54023,54024,Student54024,F,BBA,68,71
54024,54025,Student54025,M,MTECH,74,80
54025,54026,Student54026,M,MBA,14,97
54026,54027,Student54027,M,MBA,41,55
54027,54028,Student54028,M,BTECH,73,88
54028,54029,Student54029,M,MBA,85,54
54029,54030,Student54030,M,MBA,29,76
54030,54031,Student54031,F,MBA,31,93
54031,54032,Student54032,M,MBA,4,45
54032,54033,Student54033,M,MTECH,87,19
54033,54034,Student54034,F,MTECH,24,91
54034,54035,Student54035,M,MTECH,2,39
54035,54036,Student54036,F,MTECH,9,71
54036,54037,Student54037,F,MTECH,8,35
54037,54038,Student54038,F,MTECH,74,17
54038,54039,Student54039,M,BBA,83,84
54039,54040,Student54040,M,MBA,56,59
54040,54041,Student54041,M,MBA,60,46
54041,54042,Student54042,F,MTECH,63,39
54042,54043,Student54043,F,MTECH,37,23
54043,54044,Student54044,F,MBA,12,22
54044,54045,Student54045,F,BBA,81,0
54045,54046,Student54046,F,BBA,20,18
54046,54047,Student54047,F,MTECH,34,88
54047,54048,Student54048,M,MBA,17,41
54048,54049,Student54049,M,BBA,21,66
54049,54050,Student54050,F,BTECH,93,94
54050,54051,Student54051,M,BTECH,20,20
54051,54052,Student54052,F,MTECH,20,47
54052,54053,Student54053,F,BBA,73,17
54053,54054,Student54054,M,MBA,36,97
54054,54055,Student54055,F,MBA,35,68
54055,54056,Student54056,M,MBA,95,45
54056,54057,Student54057,M,BBA,24,20
54057,54058,Student54058,F,BBA,62,7
54058,54059,Student54059,F,BTECH,45,10
54059,54060,Student54060,F,BBA,88,2
54060,54061,Student54061,M,MBA,12,27
54061,54062,Student54062,F,MBA,18,85
54062,54063,Student54063,F,BTECH,41,25
54063,54064,Student54064,M,MTECH,47,64
54064,54065,Student54065,M,MBA,51,80
54065,54066,Student54066,F,MTECH,63,53
54066,54067,Student54067,F,BBA,17,41
54067,54068,Student54068,M,MTECH,60,93
54068,54069,Student54069,F,BTECH,67,54
54069,54070,Student54070,M,BBA,87,51
54070,54071,Student54071,M,MBA,91,25
54071,54072,Student54072,F,BTECH,31,80
54072,54073,Student54073,M,BTECH,35,87
54073,54074,Student54074,M,MTECH,36,94
54074,54075,Student54075,M,BBA,9,25
54075,54076,Student54076,F,MBA,14,9
54076,54077,Student54077,M,BBA,77,44
54077,54078,Student54078,M,MTECH,33,41
54078,54079,Student54079,M,MTECH,98,50
54079,54080,Student54080,F,MTECH,84,84
54080,54081,Student54081,M,MTECH,96,66
54081,54082,Student54082,M,MBA,10,16
54082,54083,Student54083,M,MTECH,13,76
54083,54084,Student54084,M,MTECH,75,32
54084,54085,Student54085,M,MBA,75,44
54085,54086,Student54086,F,BTECH,1,32
54086,54087,Student54087,M,MTECH,26,72
54087,54088,Student54088,F,BBA,5,2
54088,54089,Student54089,M,MTECH,89,73
54089,54090,Student54090,F,BBA,91,39
54090,54091,Student54091,F,BTECH,98,14
54091,54092,Student54092,F,MBA,94,58
54092,54093,Student54093,M,BBA,42,80
54093,54094,Student54094,F,MTECH,42,74
54094,54095,Student54095,F,BBA,87,64
54095,54096,Student54096,F,MTECH,15,67
54096,54097,Student54097,M,MTECH,38,43
54097,54098,Student54098,F,MTECH,34,8
54098,54099,Student54099,M,BBA,19,13
54099,54100,Student54100,F,MTECH,99,64
54100,54101,Student54101,M,BBA,61,91
54101,54102,Student54102,F,MBA,44,19
54102,54103,Student54103,M,MBA,76,8
54103,54104,Student54104,F,BBA,40,18
54104,54105,Student54105,F,BTECH,12,75
54105,54106,Student54106,F,BBA,56,47
54106,54107,Student54107,F,BTECH,97,51
54107,54108,Student54108,F,MBA,95,90
54108,54109,Student54109,F,BBA,5,75
54109,54110,Student54110,M,MBA,4,17
54110,54111,Student54111,M,MTECH,35,97
54111,54112,Student54112,F,BTECH,46,76
54112,54113,Student54113,M,MTECH,38,51
54113,54114,Student54114,M,BBA,35,97
54114,54115,Student54115,M,BTECH,96,64
54115,54116,Student54116,M,BBA,17,2
54116,54117,Student54117,M,BBA,7,83
54117,54118,Student54118,F,MBA,28,70
54118,54119,Student54119,M,BTECH,33,29
54119,54120,Student54120,F,MBA,64,18
54120,54121,Student54121,M,MBA,36,62
54121,54122,Student54122,F,MTECH,93,35
54122,54123,Student54123,F,MBA,41,48
54123,54124,Student54124,M,MTECH,1,64
54124,54125,Student54125,M,MTECH,32,3
54125,54126,Student54126,M,MTECH,85,58
54126,54127,Student54127,F,MBA,8,95
54127,54128,Student54128,M,MTECH,53,9
54128,54129,Student54129,M,BTECH,97,79
54129,54130,Student54130,M,MTECH,20,10
54130,54131,Student54131,F,BTECH,59,49
54131,54132,Student54132,F,BBA,8,40
54132,54133,Student54133,F,MTECH,59,25
54133,54134,Student54134,F,BTECH,75,75
54134,54135,Student54135,F,BBA,78,62
54135,54136,Student54136,M,MBA,67,11
54136,54137,Student54137,F,MBA,62,76
54137,54138,Student54138,M,MTECH,10,4
54138,54139,Student54139,F,BBA,39,83
54139,54140,Student54140,M,BBA,95,19
54140,54141,Student54141,F,MBA,94,60
54141,54142,Student54142,F,MBA,62,66
54142,54143,Student54143,M,MTECH,71,46
54143,54144,Student54144,M,MBA,25,10
54144,54145,Student54145,M,BBA,24,3
54145,54146,Student54146,F,BBA,8,20
54146,54147,Student54147,F,BBA,98,4
54147,54148,Student54148,F,MBA,31,66
54148,54149,Student54149,F,BTECH,4,4
54149,54150,Student54150,M,MBA,10,1
54150,54151,Student54151,F,MBA,49,98
54151,54152,Student54152,M,MTECH,69,73
54152,54153,Student54153,M,BTECH,67,8
54153,54154,Student54154,M,MBA,68,66
54154,54155,Student54155,F,BTECH,43,97
54155,54156,Student54156,M,MBA,59,90
54156,54157,Student54157,M,BTECH,38,81
54157,54158,Student54158,F,MTECH,31,35
54158,54159,Student54159,F,MBA,7,56
54159,54160,Student54160,F,BBA,94,52
54160,54161,Student54161,F,BTECH,28,87
54161,54162,Student54162,F,BTECH,40,20
54162,54163,Student54163,F,MBA,46,8
54163,54164,Student54164,F,MBA,32,78
54164,54165,Student54165,M,MBA,35,2
54165,54166,Student54166,F,BBA,36,93
54166,54167,Student54167,F,BTECH,36,23
54167,54168,Student54168,F,MTECH,91,89
54168,54169,Student54169,F,BBA,88,94
54169,54170,Student54170,F,BBA,5,94
54170,54171,Student54171,M,MTECH,69,57
54171,54172,Student54172,F,MBA,98,78
54172,54173,Student54173,F,MTECH,14,14
54173,54174,Student54174,M,BTECH,90,67
54174,54175,Student54175,F,BBA,44,93
54175,54176,Student54176,M,MTECH,46,32
54176,54177,Student54177,F,MTECH,8,89
54177,54178,Student54178,F,MBA,94,55
54178,54179,Student54179,F,MTECH,33,64
54179,54180,Student54180,M,MTECH,20,85
54180,54181,Student54181,M,BBA,92,3
54181,54182,Student54182,F,BTECH,39,3
54182,54183,Student54183,M,BBA,89,27
54183,54184,Student54184,F,MTECH,47,25
54184,54185,Student54185,F,BBA,27,35
54185,54186,Student54186,M,BBA,4,54
54186,54187,Student54187,F,BBA,67,80
54187,54188,Student54188,F,MBA,48,10
54188,54189,Student54189,F,BBA,13,68
54189,54190,Student54190,M,MTECH,56,20
54190,54191,Student54191,F,MTECH,48,84
54191,54192,Student54192,M,BBA,73,46
54192,54193,Student54193,F,BTECH,85,88
54193,54194,Student54194,F,MBA,42,92
54194,54195,Student54195,F,BTECH,32,70
54195,54196,Student54196,F,BBA,10,21
54196,54197,Student54197,F,BBA,38,28
54197,54198,Student54198,M,MBA,96,67
54198,54199,Student54199,F,MTECH,7,46
54199,54200,Student54200,F,BTECH,22,61
54200,54201,Student54201,F,BTECH,43,72
54201,54202,Student54202,F,MBA,86,71
54202,54203,Student54203,F,MBA,84,2
54203,54204,Student54204,F,MTECH,25,67
54204,54205,Student54205,F,BBA,60,58
54205,54206,Student54206,F,BTECH,84,12
54206,54207,Student54207,F,BBA,57,36
54207,54208,Student54208,M,BTECH,82,35
54208,54209,Student54209,M,BBA,23,11
54209,54210,Student54210,F,BBA,100,30
54210,54211,Student54211,M,BBA,62,78
54211,54212,Student54212,F,MTECH,90,13
54212,54213,Student54213,M,BBA,62,12
54213,54214,Student54214,M,MTECH,43,15
54214,54215,Student54215,F,BBA,49,89
54215,54216,Student54216,F,BBA,9,75
54216,54217,Student54217,F,BTECH,38,60
54217,54218,Student54218,F,BBA,64,14
54218,54219,Student54219,M,MBA,62,87
54219,54220,Student54220,M,MBA,52,37
54220,54221,Student54221,M,BBA,48,29
54221,54222,Student54222,M,MTECH,99,36
54222,54223,Student54223,F,MBA,2,97
54223,54224,Student54224,M,BBA,26,39
54224,54225,Student54225,M,MTECH,4,44
54225,54226,Student54226,M,MBA,80,51
54226,54227,Student54227,M,MBA,63,27
54227,54228,Student54228,M,MBA,95,94
54228,54229,Student54229,M,BTECH,16,9
54229,54230,Student54230,F,MTECH,75,98
54230,54231,Student54231,F,BTECH,4,59
54231,54232,Student54232,M,MTECH,75,55
54232,54233,Student54233,F,MBA,68,57
54233,54234,Student54234,M,MTECH,78,46
54234,54235,Student54235,F,MTECH,59,42
54235,54236,Student54236,F,MBA,99,96
54236,54237,Student54237,F,BBA,88,12
54237,54238,Student54238,M,BTECH,37,96
54238,54239,Student54239,F,BTECH,40,62
54239,54240,Student54240,F,MBA,63,63
54240,54241,Student54241,M,BBA,30,70
54241,54242,Student54242,M,MBA,8,48
54242,54243,Student54243,F,BTECH,41,32
54243,54244,Student54244,F,MBA,53,69
54244,54245,Student54245,F,BBA,43,23
54245,54246,Student54246,F,BTECH,7,28
54246,54247,Student54247,M,BTECH,36,90
54247,54248,Student54248,M,BBA,4,43
54248,54249,Student54249,F,BTECH,6,47
54249,54250,Student54250,F,MTECH,92,49
54250,54251,Student54251,F,BBA,12,29
54251,54252,Student54252,F,MBA,19,45
54252,54253,Student54253,M,MBA,11,89
54253,54254,Student54254,F,BBA,100,81
54254,54255,Student54255,F,MBA,23,99
54255,54256,Student54256,M,BBA,0,11
54256,54257,Student54257,F,MTECH,72,43
54257,54258,Student54258,M,BBA,10,83
54258,54259,Student54259,F,BBA,43,37
54259,54260,Student54260,F,BBA,37,64
54260,54261,Student54261,M,BBA,71,6
54261,54262,Student54262,M,BBA,61,90
54262,54263,Student54263,F,BBA,73,92
54263,54264,Student54264,M,MBA,41,24
54264,54265,Student54265,F,MTECH,44,98
54265,54266,Student54266,F,BBA,23,44
54266,54267,Student54267,M,MBA,31,15
54267,54268,Student54268,F,MTECH,20,8
54268,54269,Student54269,M,BTECH,23,59
54269,54270,Student54270,F,MTECH,74,52
54270,54271,Student54271,M,MBA,58,46
54271,54272,Student54272,M,MTECH,82,32
54272,54273,Student54273,M,BBA,58,13
54273,54274,Student54274,M,MTECH,9,98
54274,54275,Student54275,F,BTECH,95,24
54275,54276,Student54276,M,MBA,59,58
54276,54277,Student54277,F,BTECH,93,71
54277,54278,Student54278,M,MTECH,36,100
54278,54279,Student54279,M,BBA,28,77
54279,54280,Student54280,F,BBA,50,87
54280,54281,Student54281,F,MBA,23,62
54281,54282,Student54282,F,MBA,46,3
54282,54283,Student54283,M,MTECH,44,29
54283,54284,Student54284,F,BTECH,62,88
54284,54285,Student54285,F,MBA,87,100
54285,54286,Student54286,F,BBA,90,0
54286,54287,Student54287,F,BBA,53,57
54287,54288,Student54288,M,BTECH,88,60
54288,54289,Student54289,F,MTECH,94,70
54289,54290,Student54290,M,BTECH,84,72
54290,54291,Student54291,F,BTECH,63,9
54291,54292,Student54292,M,BTECH,100,51
54292,54293,Student54293,M,BTECH,6,90
54293,54294,Student54294,F,BBA,20,66
54294,54295,Student54295,M,BBA,8,41
54295,54296,Student54296,M,MBA,49,78
54296,54297,Student54297,M,MTECH,92,74
54297,54298,Student54298,M,MTECH,86,26
54298,54299,Student54299,M,BTECH,50,9
54299,54300,Student54300,F,BTECH,5,39
54300,54301,Student54301,M,BBA,68,76
54301,54302,Student54302,F,MBA,65,7
54302,54303,Student54303,F,BTECH,57,68
54303,54304,Student54304,F,BTECH,45,2
54304,54305,Student54305,M,MTECH,25,20
54305,54306,Student54306,F,BTECH,46,99
54306,54307,Student54307,M,BBA,35,65
54307,54308,Student54308,M,BBA,4,76
54308,54309,Student54309,M,BBA,72,42
54309,54310,Student54310,M,BTECH,90,72
54310,54311,Student54311,F,MTECH,87,14
54311,54312,Student54312,M,BTECH,55,97
54312,54313,Student54313,M,BBA,50,49
54313,54314,Student54314,M,BBA,10,83
54314,54315,Student54315,M,MBA,93,34
54315,54316,Student54316,M,MTECH,45,52
54316,54317,Student54317,F,MBA,76,52
54317,54318,Student54318,M,MTECH,80,88
54318,54319,Student54319,M,MTECH,51,59
54319,54320,Student54320,F,MBA,77,65
54320,54321,Student54321,M,MBA,40,12
54321,54322,Student54322,M,MTECH,92,54
54322,54323,Student54323,F,BBA,73,33
54323,54324,Student54324,M,MBA,89,72
54324,54325,Student54325,F,MTECH,39,12
54325,54326,Student54326,F,BBA,35,1
54326,54327,Student54327,M,BBA,1,36
54327,54328,Student54328,M,MTECH,32,93
54328,54329,Student54329,M,BBA,0,23
